year,iso_i,iso_j,exports,imports,dist,distw,distcap,distwces,cont,lang,ccol,crel,rta,gdp_i,gdp_pcap_i,gdp_j,gdp_pcap_j
2008,GTM,CHL,97924825,267014712,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0,38503862830.6878,2802.46196190125,179638496278.497,10751.4816046617
2009,GTM,CHL,95336817,138164876,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,0,37125943564.9873,2651.81712283814,172389498444.68,10208.9079714327
2010,GTM,CHL,91594071,93924541,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,40676432028.5934,2852.54732650116,218537551220.123,12808.0383396885
2011,GTM,CHL,135617795,128412338,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,46876114650.4996,3228.0457411296,252251992029.518,14637.2334407932
2012,GTM,CHL,130181737,130406495,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,49593961141.7484,3355.03691881272,267122320056.772,15351.5407387153
2013,GTM,CHL,107714969,121894142,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,52996540703.5943,3522.77370621475,278384332694.3,15842.936483624
2014,GTM,CHL,112662035,120011328,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,57852399963.7878,3779.64233613025,260541637327.855,14670.9889142695
2015,GTM,CHL,104899579,113610243,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,62186186575.7433,3994.63691288475,243919079437.422,13574.1692377524
2016,GTM,CHL,90557100,100853802,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,66053725049.0138,4173.30166619474,250440149690.846,13753.5921485096
2017,GTM,CHL,94850704,117555115,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,71654134378.5299,4454.04814983548,277034675515.684,14998.8170563218
2018,GTM,CHL,119815681,123184561,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,73208583758.9105,4478.42464550944,297571693064.193,15888.144355397
2019,GTM,CHL,110533049,126016037,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,77020015201.3201,4638.63494319511,279385487344.492,14741.7144039936
2020,GTM,CHL,95934767,137208882,5756.752,5734.597,5756.752,5693.204,0,1,0,0.773,1,77604632170.5853,4603.33961670975,252940023046.007,13231.7042069381
1995,GTM,COL,6561786,32086770,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,14655404433.2771,1424.68254256258,92507279383.0387,2539.91287721915
1996,GTM,COL,9622285,31376374,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,15674835615.3139,1487.60765839974,97160109277.8087,2620.53876171399
1997,GTM,COL,8651054,35043609,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,17790026221.6139,1649.00160206099,106659508271.255,2827.37952669446
1998,GTM,COL,7412935,45596985,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,19395491992.9939,1755.84958223191,98443739941.1664,2566.02419382074
1999,GTM,COL,7741468,56746905,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,18318412251.3642,1619.51073552531,86186158684.7685,2209.93165047196
2000,GTM,COL,10150373,66296366,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,19288827158.9035,1664.29895827045,99886577330.7271,2520.48108876016
2001,GTM,COL,7130678,78226782,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,18405203853.1036,1550.36036555447,98211749595.5442,2439.68245582205
2002,GTM,COL,7596470,81894682,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,20444205991.025,1682.99450068936,97963003804.7851,2396.62712731836
2003,GTM,COL,6634984,93578521,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,21576351798.9145,1737.87928692973,94641378693.223,2281.40176243006
2004,GTM,COL,6878214,124032624,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,23577286226.6407,1859.098363351,117081522349.677,2782.62318502156
2005,GTM,COL,15017427,186444676,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,26783543667.064,2068.50012859333,145619191582.062,3414.46515834715
2006,GTM,COL,15037103,182862146,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,29744368110.9094,2251.08796275499,161618581266.316,3741.09283661274
2007,GTM,COL,26170608,214532802,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,33567868322.6252,2490.74912665208,206181826825.281,4714.07305530504
2008,GTM,COL,40193750,289060934,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,0,38503862830.6878,2802.46196190125,242186950900.775,5472.53652992426
2009,GTM,COL,31908707,308434975,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,37125943564.9873,2651.81712283814,232397835678.336,5193.24145795078
2010,GTM,COL,54346952,393961491,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,40676432028.5934,2852.54732650116,286563105192.457,6336.70947398467
2011,GTM,COL,67440005,596788738,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,46876114650.4996,3228.0457411296,334943871931.746,7335.16693447606
2012,GTM,COL,61245094,551033430,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,49593961141.7484,3355.03691881272,370921320483.842,8050.25537167051
2013,GTM,COL,38643945,767947778,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,52996540703.5943,3522.77370621475,382116126448.555,8218.34784431478
2014,GTM,COL,52935581,376741608,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,57852399963.7878,3779.64233613025,381112119657.446,8114.34392085161
2015,GTM,COL,62203972,376080525,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,62186186575.7433,3994.63691288475,293481748240.779,6175.8760297026
2016,GTM,COL,54425620,375015077,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,66053725049.0138,4173.30166619474,282825009887.458,5870.77795724165
2017,GTM,COL,62123526,400317982,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,71654134378.5299,4454.04814983548,311883730690.129,6376.70671552601
2018,GTM,COL,36023108,527658516,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,73208583758.9105,4478.42464550944,334198214706.209,6729.58333198168
2019,GTM,COL,42984342,588555458,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,77020015201.3201,4638.63494319511,323429888934.257,6424.9794924083
2020,GTM,COL,43335283,408289063,2025.943,2005.588,2025.943,1994.056,0,1,0,0.908,1,77604632170.5853,4603.33961670975,271437596293.843,5334.55604233917
1995,GTM,CRI,100993689,69256704,871.464,881.039,871.464,875.278,0,1,0,0.854,1,14655404433.2771,1424.68254256258,11578594260.0813,3265.69338131157
1996,GTM,CRI,99751827,61988251,871.464,881.039,871.464,875.278,0,1,0,0.854,1,15674835615.3139,1487.60765839974,11678424507.3634,3215.10568673196
1997,GTM,CRI,111862827,107933555,871.464,881.039,871.464,875.278,0,1,0,0.854,1,17790026221.6139,1649.00160206099,12614602382.3564,3391.97773522121
1998,GTM,CRI,119962500,163129100,871.464,881.039,871.464,875.278,0,1,0,0.854,1,19395491992.9939,1755.84958223191,13684255946.6922,3597.4345089865
1999,GTM,CRI,121179398,141354582,871.464,881.039,871.464,875.278,0,1,0,0.854,1,18318412251.3642,1619.51073552531,14254866281.0572,3668.80206789503
2000,GTM,CRI,126801397,200946355,871.464,881.039,871.464,875.278,0,1,0,0.854,1,19288827158.9035,1664.29895827045,15013629658.5671,3789.05388634101
2001,GTM,CRI,156339613,275572846,871.464,881.039,871.464,875.278,0,1,0,0.854,1,18405203853.1036,1550.36036555447,15976174337.0471,3960.30770309298
2002,GTM,CRI,142448910,286770634,871.464,881.039,871.464,875.278,0,1,0,0.854,1,20444205991.025,1682.99450068936,16578820687.2209,4042.70568599475
2003,GTM,CRI,152557172,302087459,871.464,881.039,871.464,875.278,0,1,0,0.854,1,21576351798.9145,1737.87928692973,17271760507.042,4147.82436896025
2004,GTM,CRI,181210200,319830248,871.464,881.039,871.464,875.278,0,1,0,0.854,1,23577286226.6407,1859.098363351,18610594846.3082,4404.71188432054
2005,GTM,CRI,205177257,256756450,871.464,881.039,871.464,875.278,0,1,0,0.854,1,26783543667.064,2068.50012859333,20040642476.8988,4676.37936562394
2006,GTM,CRI,120316284,178771848,871.464,881.039,871.464,875.278,0,1,0,0.854,1,29744368110.9094,2251.08796275499,22715540324.3149,5227.46595193306
2007,GTM,CRI,257684579,405612763,871.464,881.039,871.464,875.278,0,1,0,0.854,1,33567868322.6252,2490.74912665208,26884700345.1044,6103.74191704459
2008,GTM,CRI,318501137,422401067,871.464,881.039,871.464,875.278,0,1,0,0.854,1,38503862830.6878,2802.46196190125,30801744881.0236,6901.38830613085
2009,GTM,CRI,283746028,313410128,871.464,881.039,871.464,875.278,0,1,0,0.854,1,37125943564.9873,2651.81712283814,30745712006.5238,6801.03673459666
2010,GTM,CRI,347004930,427685823,871.464,881.039,871.464,875.278,0,1,0,0.854,1,40676432028.5934,2852.54732650116,37658614803.2919,8227.12749377141
2011,GTM,CRI,403525921,455533309,871.464,881.039,871.464,875.278,0,1,0,0.854,1,46876114650.4996,3228.0457411296,42762617081.6142,9229.83451669454
2012,GTM,CRI,424453857,476933530,871.464,881.039,871.464,875.278,0,1,0,0.854,1,49593961141.7484,3355.03691881272,47231651862.8224,10075.0046155735
2013,GTM,CRI,396184489,519812602,871.464,881.039,871.464,875.278,0,1,0,0.854,1,52996540703.5943,3522.77370621475,50949672205.8222,10744.0910189201
2014,GTM,CRI,418346537,537047109,871.464,881.039,871.464,875.278,0,1,0,0.854,1,57852399963.7878,3779.64233613025,52016408950.8398,10847.1696672929
2015,GTM,CRI,417674839,599653394,871.464,881.039,871.464,875.278,0,1,0,0.854,1,62186186575.7433,3994.63691288475,56441917653.0156,11642.7780517194
2016,GTM,CRI,425795685,595498001,871.464,881.039,871.464,875.278,0,1,0,0.854,1,66053725049.0138,4173.30166619474,58847016044.8244,12011.2227544354
2017,GTM,CRI,423428182,610350687,871.464,881.039,871.464,875.278,0,1,0,0.854,1,71654134378.5299,4454.04814983548,60516043590.1924,12225.5744931403
2018,GTM,CRI,429366757,658109588,871.464,881.039,871.464,875.278,0,1,0,0.854,1,73208583758.9105,4478.42464550944,62420165099.7301,12485.423896168
2019,GTM,CRI,427719981,691104858,871.464,881.039,871.464,875.278,0,1,0,0.854,1,77020015201.3201,4638.63494319511,64072870931.603,12693.8279560372
2020,GTM,CRI,445103889,688184265,871.464,881.039,871.464,875.278,0,1,0,0.854,1,77604632170.5853,4603.33961670975,61846895120.7808,12140.8541545754
1995,GTM,CUB,1321084,1011338,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,14655404433.2771,1424.68254256258,30429803651.2192,2794.73880836447
1996,GTM,CUB,2531750,2315557,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,15674835615.3139,1487.60765839974,25017368700,2286.92905432119
1997,GTM,CUB,4876394,4195390,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,17790026221.6139,1649.00160206099,25365908100,2308.14661506698
1998,GTM,CUB,2069700,697215,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,19395491992.9939,1755.84958223191,25736331200,2331.4626913698
1999,GTM,CUB,1978709,5522246,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,18318412251.3642,1619.51073552531,28364615200,2558.90410118548
2000,GTM,CUB,2222021,1361559,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,19288827158.9035,1664.29895827045,30565400000,2747.10030348478
2001,GTM,CUB,4729729,3206318,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,18405203853.1036,1550.36036555447,31682400000,2837.73573008299
2002,GTM,CUB,3797176,3256904,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,20444205991.025,1682.99450068936,33590500000,2999.24176296717
2003,GTM,CUB,9087068,2221198,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,21576351798.9145,1737.87928692973,35901200000,3197.13318464341
2004,GTM,CUB,10166199,1969954,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,23577286226.6407,1859.098363351,38203000000,3395.71084290657
2005,GTM,CUB,10632024,9194494,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,26783543667.064,2068.50012859333,42643836100,3786.66345042341
2006,GTM,CUB,6981898,2802549,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,29744368110.9094,2251.08796275499,52742800000,4683.56906667746
2007,GTM,CUB,15501561,2824019,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,33567868322.6252,2490.74912665208,58603900000,5208.71838769431
2008,GTM,CUB,26005010,1818085,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,38503862830.6878,2802.46196190125,60806300000,5411.26949201186
2009,GTM,CUB,9668120,2641519,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,37125943564.9873,2651.81712283814,62080000000,5529.66937511797
2010,GTM,CUB,16731648,1449660,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,40676432028.5934,2852.54732650116,64328000000,5730.35426413345
2011,GTM,CUB,12394847,26780876,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,46876114650.4996,3228.0457411296,68990000000,6139.71878325885
2012,GTM,CUB,12670441,6270650,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,49593961141.7484,3355.03691881272,73141000000,6497.31476421306
2013,GTM,CUB,11970360,2041260,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,52996540703.5943,3522.77370621475,77148000000,6837.71167985881
2014,GTM,CUB,17119409,1155997,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,57852399963.7878,3779.64233613025,80656000000,7133.33767875907
2015,GTM,CUB,21643217,1184178,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,62186186575.7433,3994.63691288475,87133000000,7694.01463710941
2016,GTM,CUB,20491249,981569,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,66053725049.0138,4173.30166619474,91370000000,8060.79659761513
2017,GTM,CUB,39801526,7142753,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,71654134378.5299,4454.04814983548,96851000000,8541.21368643707
2018,GTM,CUB,36493104,658890,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,73208583758.9105,4478.42464550944,100050000000,8824.19400843842
2019,GTM,CUB,23907184,492966,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,77020015201.3201,4638.63494319511,103428000000,9125.8786794952
2020,GTM,CUB,8858231,426305,1271.713,1441.444,1271.713,1415.994,0,1,0,0.301,0,77604632170.5853,4603.33961670975,107352000000,9477.85287326771
1995,GTM,DMA,117613,0,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,14655404433.2771,1424.68254256258,274522222.222222,3860.8005375462
1996,GTM,DMA,253899,0,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,15674835615.3139,1487.60765839974,292285185.185185,4120.5811848531
1997,GTM,DMA,44520,0,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,17790026221.6139,1649.00160206099,302988888.888889,4292.113679863
1998,GTM,DMA,105509,0,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,19395491992.9939,1755.84958223191,322411111.111111,4593.86334455796
1999,GTM,DMA,172541,0,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,18318412251.3642,1619.51073552531,331759259.259259,4751.09210143867
2000,GTM,DMA,116403,0,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,19288827158.9035,1664.29895827045,333470370.37037,4787.80144106777
2001,GTM,DMA,274831,549,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,18405203853.1036,1550.36036555447,340203703.703704,4883.00302426696
2002,GTM,DMA,404720,41748,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,20444205991.025,1682.99450068936,333196296.296296,4770.85189427687
2003,GTM,DMA,1359823,15477,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,21576351798.9145,1737.87928692973,343311111.111111,4897.30836653892
2004,GTM,DMA,1097294,187,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,23577286226.6407,1859.098363351,367200000,5216.87243383011
2005,GTM,DMA,668254,21875,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,26783543667.064,2068.50012859333,364255555.555556,5160.88914077013
2006,GTM,DMA,668161,0,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,29744368110.9094,2251.08796275499,390251851.851852,5518.42319991872
2007,GTM,DMA,959679,0,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,33567868322.6252,2490.74912665208,421374074.074074,5951.86341333777
2008,GTM,DMA,931696,3393,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,38503862830.6878,2802.46196190125,458188888.888889,6468.94476681711
2009,GTM,DMA,1230110,122366,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,37125943564.9873,2651.81712283814,489074074.074074,6903.14580614942
2010,GTM,DMA,675590,12095,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,40676432028.5934,2852.54732650116,493825925.925926,6967.36495514661
2011,GTM,DMA,458654,43830,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,46876114650.4996,3228.0457411296,501025925.925926,7065.46037237599
2012,GTM,DMA,965577,280,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,49593961141.7484,3355.03691881272,485996296.296296,6849.45593336945
2013,GTM,DMA,598774,5698200,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,52996540703.5943,3522.77370621475,498296296.296296,7016.380071478
2014,GTM,DMA,128344,160,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,57852399963.7878,3779.64233613025,520207407.407407,7317.48614321654
2015,GTM,DMA,151818,3279,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,62186186575.7433,3994.63691288475,540737037.037037,7597.28889409255
2016,GTM,DMA,602525,9688,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,66053725049.0138,4173.30166619474,576229629.62963,8080.96862341186
2017,GTM,DMA,343371,19997,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,71654134378.5299,4454.04814983548,519837037.037037,7274.517730717
2018,GTM,DMA,547609,2010,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,73208583758.9105,4478.42464550944,550622222.222222,7687.46296348005
2019,GTM,DMA,477046,41549,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,77020015201.3201,4638.63494319511,611537037.037037,8516.28003895161
2020,GTM,DMA,678273,41288,3131.07,3149.72,3131.07,3148.748,0,0,0,0.848,0,77604632170.5853,4603.33961670975,504214814.814815,7003.85902147233
1995,GTM,DOM,16787064,645952,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0,14655404433.2771,1424.68254256258,16637370839.1608,2127.74808893306
1996,GTM,DOM,14148309,527537,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0,15674835615.3139,1487.60765839974,18241691857.3544,2293.75438147613
1997,GTM,DOM,17885404,1045886,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0,17790026221.6139,1649.00160206099,20017480054.834,2476.06040304923
1998,GTM,DOM,22696187,1898911,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0,19395491992.9939,1755.84958223191,21672231760.6491,2638.31327013425
1999,GTM,DOM,28926970,1366899,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0,18318412251.3642,1619.51073552531,22136621337.0889,2653.22512384672
2000,GTM,DOM,22573952,3202358,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0,19288827158.9035,1664.29895827045,24305717541.6371,2869.17813861021
2001,GTM,DOM,19929791,8021427,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,0,18405203853.1036,1550.36036555447,25601765400.5153,2977.43451003068
2002,GTM,DOM,40809791,14322352,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,20444205991.025,1682.99450068936,27137508656.8522,3110.32544702737
2003,GTM,DOM,34333608,15721969,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,21576351798.9145,1737.87928692973,21403167848.1444,2418.35042158878
2004,GTM,DOM,32810829,17124871,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,23577286226.6407,1859.098363351,22322395368.0274,2487.32906105687
2005,GTM,DOM,49131168,12088817,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,26783543667.064,2068.50012859333,35777570135.5225,3932.78440650852
2006,GTM,DOM,55414769,13185503,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,29744368110.9094,2251.08796275499,37879869897.8979,4109.03359145391
2007,GTM,DOM,91982068,24226668,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,33567868322.6252,2490.74912665208,43965420072.4107,4707.79505245725
2008,GTM,DOM,113619995,23724983,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,38503862830.6878,2802.46196190125,48122547177.1881,5087.98321278434
2009,GTM,DOM,107163140,15153406,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,37125943564.9873,2651.81712283814,48261033298.2133,5039.40312212985
2010,GTM,DOM,133894743,39492284,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,40676432028.5934,2852.54732650116,53860175555.9961,5555.39201393816
2011,GTM,DOM,127187921,83402006,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,46876114650.4996,3228.0457411296,58029750745.6495,5913.42664885493
2012,GTM,DOM,115430120,124711491,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,49593961141.7484,3355.03691881272,60681537195.7996,6110.36657603383
2013,GTM,DOM,127569771,126192591,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,52996540703.5943,3522.77370621475,62682163837.347,6238.13236658362
2014,GTM,DOM,142086045,41574017,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,57852399963.7878,3779.64233613025,67179914026.9623,6608.82550130065
2015,GTM,DOM,150884662,38786335,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,62186186575.7433,3994.63691288475,71164825256.6849,6921.52059432776
2016,GTM,DOM,149739430,21635937,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,66053725049.0138,4173.30166619474,75704720189.5607,7280.88361041225
2017,GTM,DOM,144877192,21733772,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,71654134378.5299,4454.04814983548,79997975621.8654,7609.35327534023
2018,GTM,DOM,172855441,20945075,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,73208583758.9105,4478.42464550944,85555378042.8196,8050.64407623416
2019,GTM,DOM,169084872,24379402,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,77020015201.3201,4638.63494319511,88941299733.5018,8282.11713050921
2020,GTM,DOM,165021259,31517488,2251.793,2239.722,2251.793,2237.313,0,1,0,0.909,1,77604632170.5853,4603.33961670975,78844702329.0785,7268.1969096591
1995,GTM,ECU,894222,29852347,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,14655404433.2771,1424.68254256258,24432884442.2211,2132.90678274384
1996,GTM,ECU,1541864,28878008,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,15674835615.3139,1487.60765839974,25226393196.5983,2155.51815039143
1997,GTM,ECU,2618401,21551344,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,17790026221.6139,1649.00160206099,28162053026.5133,2356.36985737498
1998,GTM,ECU,3250879,18128815,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,19395491992.9939,1755.84958223191,27981896948.4742,2293.88973536506
1999,GTM,ECU,3845681,14793878,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,18318412251.3642,1619.51073552531,19645272636.3182,1578.93429773989
2000,GTM,ECU,1860803,26642287,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,19288827158.9035,1664.29895827045,18327764882.4412,1445.27932442901
2001,GTM,ECU,812726,10691506,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,18405203853.1036,1550.36036555447,24468324000,1894.61619585804
2002,GTM,ECU,1846572,7342185,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,20444205991.025,1682.99450068936,28548945000,2172.1018772447
2003,GTM,ECU,2312076,11004795,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,21576351798.9145,1737.87928692973,32432858000,2425.85184175715
2004,GTM,ECU,6008077,10041232,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,23577286226.6407,1859.098363351,36591661000,2691.27768473838
2005,GTM,ECU,5527819,92562354,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,26783543667.064,2068.50012859333,41507085000,3002.13860439139
2006,GTM,ECU,3694042,146083441,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,29744368110.9094,2251.08796275499,46802044000,3328.88415626323
2007,GTM,ECU,12196013,190146547,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,33567868322.6252,2490.74912665208,51007777000,3567.83718649963
2008,GTM,ECU,13798714,124122387,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,38503862830.6878,2802.46196190125,61762635000,4249.01896979445
2009,GTM,ECU,9768951,206816759,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,37125943564.9873,2651.81712283814,62519686000,4231.61923466057
2010,GTM,ECU,29516175,178338924,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,40676432028.5934,2852.54732650116,69555367000,4633.59128443099
2011,GTM,ECU,24215469,184022422,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,46876114650.4996,3228.0457411296,79276664000,5200.55510783504
2012,GTM,ECU,22053886,220178073,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,49593961141.7484,3355.03691881272,87924544000,5682.04610814497
2013,GTM,ECU,22165665,134743492,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,52996540703.5943,3522.77370621475,95129659000,6056.33121253813
2014,GTM,ECU,28279707,68025317,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,57852399963.7878,3779.64233613025,101726331000,6377.09392877257
2015,GTM,ECU,38040248,69072941,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,62186186575.7433,3994.63691288475,99290381000,6124.49088707134
2016,GTM,ECU,22563558,51193725,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,66053725049.0138,4173.30166619474,99937696000,6060.09296156791
2017,GTM,ECU,43789082,59161134,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,71654134378.5299,4454.04814983548,104295862000,6213.50312736888
2018,GTM,ECU,53080615,68811559,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,73208583758.9105,4478.42464550944,107562008000,6295.93466163992
2019,GTM,ECU,53348594,89650009,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,77020015201.3201,4638.63494319511,108108009000,6222.52465327248
2020,GTM,ECU,48767662,45668280,2118.501,2191.345,2118.501,2187.501,0,1,0,0.907,0,77604632170.5853,4603.33961670975,98808010000,5600.38961495341
1995,GTM,GRD,41145,0,3127.97,3149.689,3127.97,3148.737,0,0,0,0.612,0,14655404433.2771,1424.68254256258,342172518.518519,3411.9669596805
1996,GTM,GRD,0,0,3127.97,3149.689,3127.97,3148.737,0,0,0,0.612,0,15674835615.3139,1487.60765839974,366911444.444444,3632.67867731101
1997,GTM,GRD,0,0,3127.97,3149.689,3127.97,3148.737,0,0,0,0.612,0,17790026221.6139,1649.00160206099,392190592.592593,3861.39782205433
1998,GTM,GRD,71611,0,3127.97,3149.689,3127.97,3148.737,0,0,0,0.612,0,19395491992.9939,1755.84958223191,445903592.592593,4370.61831736562
