year,reporter_iso,partner_iso,dist,distw,distcap,distwces,cont,lang,ccol,crel,rta
2009,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2010,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2011,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2012,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2013,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2014,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2015,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2016,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2017,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2018,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2019,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
2020,GTM,SLV,181.113,202.124,181.113,188.354,1,1,0,0.905,1
1995,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
1996,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
1997,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
1998,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
1999,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2000,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2001,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2002,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2003,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2004,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2005,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2006,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2007,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2008,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2009,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2010,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2011,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2012,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2013,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2014,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2015,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2016,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2017,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2018,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2019,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
2020,GTM,SUR,3979.619,4090.944,3979.619,4018.285,0,0,0,0.356,0
1995,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
1996,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
1997,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
1998,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
1999,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2000,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2001,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2002,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2003,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2004,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2005,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2006,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2007,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2008,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2009,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2010,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2011,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2012,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2013,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2014,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2015,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2016,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2017,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2018,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2019,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
2020,GTM,TTO,3178.478,3211.319,3178.478,3210.363,0,0,0,0.343,0
1995,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
1996,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
1997,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
1998,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
1999,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2000,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2001,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2002,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2003,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2004,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2005,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2006,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2007,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2008,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2009,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2010,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2011,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2012,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2013,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2014,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2015,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2016,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2017,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2018,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2019,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
2020,GTM,URY,6600.935,6546.143,6600.935,6543.324,0,1,0,0.56,0
1995,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
1996,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
1997,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
1998,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
1999,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2000,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2001,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2002,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2003,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2004,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2005,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2006,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2007,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2008,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2009,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2010,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2011,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2012,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2013,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2014,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2015,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2016,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2017,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2018,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2019,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
2020,GTM,VCT,3165.425,3185.376,3165.425,3184.433,0,0,0,0.202,0
